Name,Ticker,"Sub-Sector","Market Cap","Additional Paid–in Capital","Investing Cash Flow","Net Change in Cash","Total Liabilities","Loans & Advances","Financing Cash Flow","Long Term Investments","Total Cash Dividend Paid","Reserves & Surplus","Capital Expenditure","Net Property,Plant & Equipment","Operating Cash Flow"
Paras Defence and Space Technologies Ltd,PARAS,"Aerospace & Defense Equipments","6139.54573605","308.24","-87","31.489999999999995","215.32999999999987",,"73.66","28.24","0","291.40999999999997","35.23","194.40359999999998","44.83"
Valor Estate Ltd,DBREALTY,"Real Estate","6114.551416753","4548.88","-689.24","-743.43","3570.21",,"-594.64","1070.97","0","-194.07999999999993","104.33","1884.4500000000003","540.45"
Shrem InvIT,SHREMINVIT,"Roads","6108.4416","0","-169.41","6.940000000000026","9355.84",,"-209.25","308.04","543.84","1508.7","0","1.8632000000002336","385.6"
Moil Ltd,MOIL,"Mining - Manganese","6080.138104680001","0","-337.88","-37.15999999999997","573.5899999999999",,"-133.57","7.67","133.57","2434.41","321.95","1426.92","434.29"
Prism Johnson Ltd,PRSMJOHNSN,"Cement","6063.433362680001","0","-238.77","-28.029999999999973","5332.96",,"-526.54","1060.88","0","974.65","388.89","3401.46","737.28"
Ashapura Minechem Ltd,ASHAPURMIN,"Metals - Diversified","6059.698026630001","228.77","-391.5","-25.269999999999982","2708.0199999999995",,"177.83","344.5","0","994.1500000000001","400.74","1357.1206000000002","188.4"
Indo Count Industries Ltd,ICIL,"Textiles","6050.560087","16.54","-485.09","13.670000000000016","1982.0499999999993",,"104.62","0","43.57","2221.42","251.58","1750.1273999999999","394.14"
Greenlam Industries Ltd,GREENLAM,"Building Products - Laminates","6019.699733286","182.92","-166.86","9.719999999999992","1776.490000000001",,"-28.32","0.01","21.05","918.4600000000002","267.6","1774.6900000000003","204.9"
Nippon India ETF Nifty 50 BeES,NIFTYBEES,"Equity","5977.95422673",,,,,,,,,,,,
Sun Pharma Advanced Research Co Ltd,SPARC,"Pharmaceuticals","5960.812528384","2038.16","157.67","-3.360000000000042","552.4799999999998",,"199.26","0","0","-2287.56","10.34","152.91000000000003","-360.29"
Balaji Amines Ltd,BALAMINES,"Specialty Chemicals","5940.07533","5.7","-139.23","67.69","233.68000000000023",,"-48.52","0","35.64","1832.8799999999999","185.63","1240.78","255.44"
F D C Ltd,FDC,"Pharmaceuticals","5919.77465424","0","-199.4","26.049999999999983","432.72999999999956",,"-92.12","543.17","81.13","2264.8","96.72","988.3515","317.57"
Technocraft Industries (India) Ltd,TIIL,"Industrial Machinery","5916.6933660800005","4.88","-184.78","46.62000000000002","1182.29",,"-44.89","393.15","3.85","1744.76","228.43","836.8801000000001","276.29"
Ganesh Housing Ltd,GANESHHOU,"Real Estate","5874.20355505","415.97","-388.84","-73.18","260.85000000000025",,"-94.18","0","91.73","1336.43","5.28","571.3651","409.84"
Kovai Medical Center and Hospital Ltd,KOVAI,"Hospitals & Diagnostic Centres","5845.3563604","0","-611.77","-196.76999999999995","714.5399999999997",,"62.09","0.34","10.74","1075.22","353.1","1436.69","352.91"
Supriya Lifescience Ltd,SUPRIYA,"Pharmaceuticals","5837.01507","198.54","-152.24","4.209999999999997","115.55000000000001",,"-8.23","63.24","6.44","782.12","162.38","600.367","164.68"
DCB Bank Ltd,DCBBANK,"Private Banks","5835.081625901999","1383.93","-2791.71","-367.28999999999996","71202.07000000002","51046.91","2865.42","20149.9","39.14","3989.4799999999996","136.05","898.4","-441"
Sapphire Foods India Ltd,SAPPHIRE,"Restaurants & Cafes","5818.637495025","1475.65","-336.81","-39.379999999999995","1643.9000000000005",,"-210.57","0","0","-143.91000000000008","264.87","2226.0690000000004","508"
PTC India Ltd,PTC,"Power Trading & Consultancy","5811.235357872","1649.47","869.07","835.3000000000002","6146.909999999999",,"-2165.32","215.99","230.89","3859.63","5.47","38.45","2131.55"
Kotak Gold Etf,GOLD1,"Gold","5792.8366456",,,,,,,,,,,,
Saatvik Green Energy Ltd,SAATVIKGL,"Renewable Energy Equipment & Services","5774.38033172","0","-198.14","-6.939999999999998","1298.11",,"148.6","0","0","315.25","187.15","321.29","42.6"
Suprajit Engineering Ltd,SUPRAJIT,"Auto Parts","5746.099347830001","33.91","92.25","26.24000000000001","1517.3700000000003",,"-250.75","0.12","36.15","1232.59","111.06","844.6020000000001","184.74"
Arvind Fashions Ltd,ARVINDFASN,"Textiles","5734.467303044999","2158.01","-75.22","-1.7200000000000273","2644.6800000000003",,"-456.02","0","66.68","-1254.2100000000003","95.82","892.35","529.52"
Piccadily Agro Industries Ltd,PICCADIL,"Alcoholic Beverages","5699.404592559999","0.97","-269.55","-4.8700000000000045","464.27000000000027",,"291.75","60.25","0","347.78","242.63","482.9482","-27.07"
Fiem Industries Ltd,FIEMIND,"Auto Parts","5661.8852592","154.07","-85.56","92.28999999999999","385.55999999999995",,"-55.21","0.05","52.64","857.8","129.56","573.6199999999999","233.06"
Fedbank Financial Services Ltd,FEDFINA,"Diversified Financials","5646.65832171","1109.45","329.16","539.0600000000002","10702.340000000002","11646.37","1187.42","0","0","1065.1899999999998","18.95","189.70000000000002","-977.52"
Happiest Minds Technologies Ltd,HAPPSTMNDS,"IT Services & Consulting","5622.05033544","905.82","-731.46","4.419999999999902","1748.3500000000004",,"499.46","0","85.88","638.7499999999999","11.17","440.7600000000002","236.42"
MAS Financial Services Ltd,MASFIN,"Diversified Financials","5619.61108569","788.91","-828.19","235.98000000000002","9548.54","9174.09","2197.65","1525.99","27.43","1638.54","29.54","118.92","-1133.48"
Sigma Advanced Systems Ltd,SIGMAADV,"Aerospace & Defense Equipments","5588.56104555","2.51","-18.73","-7.879999999999999","220.73000000000005",,"-25.89","67.07","0","67.39999999999999","17.27","199.99","36.74"
SIS Ltd,SIS,"Business Support Services","5581.1590175","113.24","-475.87","251.91999999999996","3673.57",,"-14.5","139.44","0","2222.4100000000003","153.04","494.9649999999999","742.29"
ICICI Prudential Gold ETF,GOLDIETF,"Gold","5580.947736",,,,,,,,,,,,
HDFC Gold ETF,HDFCGOLD,"Gold","5567.2504544",,,,,,,,,,,,
Ceigall India Ltd,CEIGALL,"Construction & Engineering","5559.748138815","649.94","-129.89","196.74000000000012","2403.99",,"846.19","5.74","8.72","1095.55","167.54","362.4","-519.56"
Senco Gold Ltd,SENCO,"Precious Metals, Jewellery & Watches","5549.21504163","787.7","-32.22","14.740000000000038","2776.0499999999993",,"268.16","0.17","7","1100.75","37.85","406.64","-221.2"
Balu Forge Industries Ltd,BALUFORGE,"Construction & Engineering","5498.3376985","480","-416.63","5.1299999999999955","198.98",,"273.52","0","1.57","372.66999999999996","416.42","567.5555","148.24"
Mrs. Bectors Food Specialities Ltd,BECTORFOOD,"FMCG - Foods","5481.9310549150005","446.59","-331.37","78.52999999999997","399.67",,"248.42","4.09","30.68","657.8400000000001","258.73","851.6230000000002","161.48"
Hindustan Construction Company Ltd,HCC,"Construction & Engineering","5474.68824958","3455.33","-72.31","170.75","7182.62",,"109.45","66.8","0","-2731.5699999999997","17.85","192.42999999999995","133.61"
Indus Infra Trust,INDUSINVIT,"Power Infrastructure","5465.8623857","0","367.37","-22.690000000000055","2203.09",,"-829.02","0","520.88","541.2","0","0","438.96"
Entero Healthcare Solutions Ltd,ENTERO,"Pharmaceuticals","5459.31726539","1628.14","232.16","81.63","932.1600000000004",,"-73.66","0","0","48.25999999999999","11.31","135.58499999999998","-76.87"
SML Mahindra Ltd,SMLMAH,"Trucks & Buses","5418.1842624","74.53","-60.94","-31.72","916.7499999999999",,"-148.26","0","23.23","293.65","61.98","330.0845","177.48"
PNC Infratech Ltd,PNCINFRA,"Construction & Engineering","5363.720861819999","590.25","-260.63","139.33999999999997","12069.76",,"456.08","0.56","15.39","5347.48","34.84","964.2407999999999","-56.11"
Midwest Gold Ltd,MIDWEST,"Mining - Diversified","5355.5711186","113.43","-83.94","39.05000000000001","101.32000000000002",,"156.27","0","0","-35.730000000000004","83.02","103.88480000000001","-33.28"
Epigral Ltd,EPIGRAL,"Commodity Chemicals","5351.2515655199995","323.13","-261.56","15.460000000000008","1247.9099999999994",,"-163.54","21.54","41.86","1538.2600000000002","194.69","2297.44","440.56"
Ahluwalia Contracts (India) Ltd,AHLUCONT,"Construction & Engineering","5291.6823022","50.61","-323.04","-16.05000000000001","1907.48",,"-52.44","0","3.08","1734.44","188.78","466.31999999999994","359.43"
NDR InvIT Trust,NDRINVIT,"Logistics","5274.5","33.29","-1164.41","-52.010000000000105","1738.56",,"832.01","0","0","40.800000000000004","45.49","4928.929999999999","280.39"
Gujarat Alkalies And Chemicals Ltd,GUJALKALI,"Commodity Chemicals","5267.2636608","234.23","-264.37","-28.5","2317.0499999999984",,"-145.31","1956.7","102.19","5361.910000000001","325.45","4663.04","381.18"
Surya Roshni Ltd,SURYAROSNI,"Iron & Steel","5246.62763456","90.6","-329.44","-15.030000000000001","768.5199999999993",,"-80.34","0","54.41","2265.84","151.18","897.59","394.75"
Puravankara Ltd,PURVA,"Real Estate","5246.462503378","963.61","-73.64","-250.89","12495.859999999999",,"353.51","39.72","0.04","648.7099999999999","43.14","231.79","-530.76"
Skipper Ltd,SKIPPER,"Power Infrastructure","5240.440784525","314.04","-200.53","3.9000000000000057","2204.09",,"51.16","20.37","1.05","867.78","237.9","1034.3600000000001","153.27"
Dhenu Buildcon Infra Ltd,DHENUBUILD,"Commodities Trading","5215.80399426","8.55","-980.17","0.009999999999990905","1000.39","0","1000","0","0","-7.790000000000001","0","0","-19.82"
ICRA Ltd,ICRA,"Stock Exchanges & Ratings","5215.564215","0","-16.89","24.86999999999999","234.1499999999998",,"-103.13","1.25","97.46","1043.58","12.41","62.889999999999986","144.89"
Dhanuka Agritech Ltd,DHANUKA,"Fertilizers & Agro Chemicals","5187.61352592","0","-142.72","0.060000000000030695","397.40999999999974",,"-119.88","106.82","27.35","1393.71","194","352.65799999999996","262.66"
Aeroflex Industries Ltd,AEROFLEX,"Iron & Steel","5174.79468264","160.8","-73.65","-50.20000000000001","84.13999999999993",,"-3.13","0","3.23","155.75","104.73","180.38249999999996","26.58"
CARE Ratings Ltd,CARERATING,"Stock Exchanges & Ratings","5169.05701926","92.56","-58.43","10.52000000000001","142.23",,"-54","134.07","54.91","683.78","14.74","114.17970000000001","122.95"
Shree Renuka Sugars Ltd,RENUKA,"Sugar","5167.973168844001","3203.49","-215.98","24.799999999999955","10508.320000000002",,"-709.65","40.25","0","-5091.94","191.34","4371.274","950.43"
Rain Industries Ltd,RAIN,"Commodity Chemicals","5140.7073578360005","51.67","-267.25","-395.49","13068.519999999999",,"-1025.48","25.2","154.92","7330.18","460.71","5912.943999999999","897.24"
Energy Infrastructure Trust,ENERGYINF,"Oil & Gas - Storage & Transportation","5092.88","0","-295.18","213.25999999999976","8108.48",,"-1570.22","0","4.68","-1705.83","56.77","12718.51","2078.66"
Sharda Motor Industries Ltd,SHARDAMOTR,"Auto Parts","5076.56609448","0","-67.62","-59.5","695.0100000000002",,"-262.44","36.24","28.47","1056.12","0","251.4029","270.56"
Smartworks Coworking Spaces Ltd,SMARTWORKS,"Real Estate","5060.09603566","399.17","-276.08","14.730000000000018","4542.980000000001",,"-637.71","10.96","0","-394.48","291.04","3919.13","928.52"
Omnitech Engineering Ltd,OMNI,"Industrial Machinery","5051.756917","79.21","-74.52","2.8500000000000227","422.68999999999994",,"146.33","0","0","71.81000000000002","74.78","268.58900000000006","-68.96"
CMS Info Systems Ltd,CMSINFO,"Software Services","5037.085566895","256.34","-266.46","71.84","853.4199999999997",,"-144.23","125.51","106.32","1845.8100000000002","154.34","815.7629999999999","482.53"
Innova Captab Ltd,INNOVACAP,"Pharmaceuticals","5036.93825058","377.73","-151.59","3.780000000000001","608.7599999999998",,"91.53","0","0","524.46","172.5","835.696","63.84"
V-mart Retail Ltd,VMART,"Retail - Department Stores","5034.874482485","492.01","-122.29","12.18999999999997","1626.06",,"-214.92","0","0","298.37","126.06","1020.4699999999999","349.4"
Mastek Ltd,MASTEK,"IT Services & Consulting","5019.95662926","445.82","-258.65","79.64000000000001","1386.1499999999996",,"-56.85","17.37","58.66","2001.05","20.13","194.82999999999993","395.14"
Lumax Industries Ltd,LUMAXIND,"Auto Parts","5014.1234448","67.97","-293.26","-22.42999999999998","2086.6899999999996",,"58.84","245.43","32.72","696.97","324.45","1308.2341999999999","211.99"
CE Info Systems Ltd,MAPMYINDIA,"Software Services","4993.93450192","152.02","-102.02","-6.099999999999991","152.18",,"-17.23","262.12","18.93","627.84","49.38","87.12000000000002","113.15"
Gokaldas Exports Ltd,GOKEX,"Apparel & Accessories","4992.86501192","1357.65","-420.17","110.50999999999999","1456.5000000000002",,"473.48","178.15","0","687.3","190.92","867.9854000000001","57.2"
Senores Pharmaceuticals Ltd,SENORES,"Pharmaceuticals","4990.82733156","655.07","-429.48","97.72999999999996","414.62000000000023",,"573.13","0.01","0","85.05999999999995","157.52","434.98","-45.92"
TVS Supply Chain Solutions Ltd,TVSSCS,"Logistics","4987.540205235","2606.87","-141.61","35.49000000000001","3890.0700000000006",,"-494.87","98.44","0","-849.25","175.14","1608.0700000000004","671.97"
Keystone Realtors Ltd,RUSTOMJEE,"Real Estate","4985.1037108400005","1577.73","-64.91","407.59999999999997","3811.35",,"483.9","476.01","0","1031.2800000000002","19.3","57.06999999999999","-11.39"
Bansal Wire Industries Ltd,BANSALWIRE,"Iron & Steel","4964.38923792","690.03","-444.19","-0.12000000000000455","899.3499999999999",,"595.03","1.17","0","500.70000000000005","462.54","870.76","-150.96"
Symphony Ltd,SYMPHONY,"Home Electronics & Appliances","4938.503731","0","-41.27","-6.3300000000000125","561.12",,"-223.87","284.75","89.27","746.81","23.19","118.21000000000001","258.81"
LG Balakrishnan & Bros Ltd,LGBBROSLTD,"Industrial Machinery","4928.01612032","79.41","-310.55","-4.449999999999999","662.7799999999999",,"17.74","152.78","55.97","1793.1899999999998","300.19","807.9299999999998","288.36"
Pilani Investment And Industries Corporation Ltd,PILANIINVS,"Asset Management","4913.643105","0","-1648.47","-26.840000000000032","3337.229999999997","0","971.73","17386.23","16.61","15969.01","0.46","3.8199999999999994","649.9"
Network18 Media & Investments Ltd,NETWORK18,"Movies & TV Serials","4900.476057204","1098.75","-3636.24","-4828.13","3689.2899999999986",,"720.16","5571.89","0","2878.57","898.5","570.53","-1912.05"
RattanIndia Power Ltd,RTNPOWER,"Power Generation","4886.7963326","1871.2","86.9","56.81","4834.360000000002",,"-440.04","0","0","-2656.28","116.7","6318.0700000000015","409.95"
GNG Electronics Ltd,EBGNG,"Electronic Equipments","4860.8810272949995","17.78","2.62","-7.109999999999996","492.34000000000003",,"-34.26","0","0","189.25","9.99","41.31","24.53"
Kaveri Seed Company Ltd,KSCL,"Seeds","4844.544081135","0","-182.53","-3.480000000000004","1145.2700000000004",,"-17.86","4.16","25.57","1488.87","88.86","506.18300000000005","196.91"
Midwest Ltd,MIDWESTLTD,"Building Products - Granite","4842.29487056","0","-201.04","-11.22999999999999","423.7799999999998",,"102.5","19.76","2.2","597.62","189.85","531.632","87.31"
Man Infraconstruction Ltd,MANINFRA,"Construction & Engineering","4836.7320629099995","254.97","-115.01","-97.78","332.9299999999998",,"-115.76","171.39","35.39","1313.27","3.02","46.856100000000005","132.99"
Avenuesai Ltd,CCAVENUE,"Payment Infrastructure","4831.332712677","2527.28","-644.2","-363.8700000000001","1525.0500000000009",,"208.28","474.51","13.84","970.5799999999999","376.4","1010.2800000000002","72.05"
Electrosteel Castings Ltd,ELECTCAST,"Building Products - Pipes","4822.457994391","1175.35","-137.78","-111.73000000000002","3912.58",,"-454.4","49.34","55.64","4544.43","277.65","4348.399700000001","480.45"
Rallis India Ltd,RALLIS,"Fertilizers & Agro Chemicals","4820.8837831","172.96","-213.81","1.210000000000008","1070.2399999999998",,"-80.09","3.61","48.62","1711.84","73.41","742.73","295.11"
Ion Exchange (India) Ltd,IONEXCHANG,"Environmental Services","4791.21428875","83.35","-164.6","-4.340000000000003","1769.75",,"128.21","12.78","18.75","1110.3000000000002","320.39","705.4638000000001","32.05"
AGI Infra Ltd,AGIIL,"Real Estate","4771.15029996","20.81","-38.67","-72.73","901.5799999999999",,"-14.15","0","1.22","261.77","47.91","275.22","-19.91"
Jana Small Finance Bank Ltd,JSFB,"Private Banks","4759.090108044999","6441.48","-321.02","2420.79","34345.27","27155.48","-1331.44","5944.58","0","-2428.1899999999996","73.35","153.18","4073.25"
Madhya Bharat Agro Products Ltd,MBAPL,"Fertilizers & Agro Chemicals","4745.4369357","16.87","-91.98","-1.0658141036401503e-14","541.74",,"-4.23","0","4.38","299.35","108.02","353.43","96.21"
Canara Robeco Asset Management Company Ltd,CRAMC,"Asset Management","4734.16974072","2.14","-112.89","-1.5500000000000114","73.9800000000001","0","-46.14","604.12","44.87","398.5","4.8","18.459999999999997","157.48"
Rattanindia Enterprises Ltd,RTNINDIA,"Power Trading & Consultancy","4730.920931304","32.96","29.92","-36.17999999999995","1705.8999999999996","0.45","-372.51","1049.14","0","612.49","9.09","56.83000000000004","306.41"
Wakefit Innovations Ltd,WAKEFIT,"Home Furnishing","4714.564909712","797.03","-2.11","3.490000000000009","530.1900000000002",,"-71.07","0","0","-296.76","50.77","416.1600000000001","76.67"
Unimech Aerospace and Manufacturing Ltd,UNIMECH,"Aerospace & Defense Equipments","4705.78738399","474.35","-461.35","134.58999999999992","138.34999999999988",,"514.53","4.93","0","169.13","132.14","167.19","81.41"
Indigo Paints Ltd,INDIGOPNTS,"Paints","4690.09324925","401.24","-177.53","4.199999999999996","379.6",,"-23.93","0","16.67","581.7","136.2","663.6348","205.66"
India Tourism Development Corp Ltd,ITDC,"Tour & Travel Services","4664.139972","54.75","-4.4","26.830000000000005","394.14",,"-21.61","0","21.61","223.26","9.62","47.160000000000004","52.84"
Subros Ltd,SUBROS,"Auto Parts","4659.137265","208.17","-164.55","-2.790000000000008","764.47",,"-13.08","30.89","11.74","872.91","117.93","750.5935","174.84"
Shilchar Technologies Ltd,SHILCTECH,"Electronic Equipments","4652.72934","0","-47.77","-3.6400000000000006","143.07999999999998",,"4.57","0","9.53","339.2","18.39","58.839999999999996","39.56"
